@relation 'relation-weka.filters.unsupervised.attribute.Reorder-R1-6,8-11,7'

@attribute Gender {boy,girl}
@attribute Grade numeric
@attribute Age numeric
@attribute Race {Other,White}
@attribute Urban/Rural {Rural,Suburban,Urban}
@attribute School {'Brentwood Elementary','Brentwood Middle','Brown Middle',Elm,Main,Portage,Ridge,Sand,'Westdale Middle'}
@attribute Grades numeric
@attribute Sports numeric
@attribute Looks numeric
@attribute Money numeric
@attribute Goals {Grades,Popular,Sports}

@data
girl,4,9,White,Urban,Portage,1,3,4,2,Sports
girl,4,9,White,Urban,Portage,4,3,1,2,Popular
girl,4,9,White,Urban,Portage,3,2,1,4,Grades
boy,4,9,White,Urban,Portage,2,1,4,3,Grades
boy,4,9,White,Urban,Portage,1,2,3,4,Grades
boy,4,9,White,Urban,Portage,3,1,2,4,Popular
girl,4,9,White,Urban,Portage,4,3,2,1,Grades
girl,4,9,White,Urban,Portage,4,2,3,1,Popular
girl,4,9,White,Urban,Portage,3,2,1,4,Grades
girl,4,9,White,Urban,Portage,3,2,1,4,Popular
girl,6,11,White,Urban,'Westdale Middle',3,2,1,4,Popular
girl,6,11,White,Urban,'Westdale Middle',4,3,2,1,Popular
girl,6,11,White,Urban,'Westdale Middle',3,1,2,4,Popular
girl,6,11,White,Urban,'Westdale Middle',4,2,1,3,Popular
girl,6,11,Other,Urban,'Westdale Middle',4,2,1,3,Grades
girl,6,11,White,Urban,'Westdale Middle',4,2,1,3,Popular
girl,6,11,White,Urban,'Westdale Middle',4,1,2,3,Popular
girl,6,11,White,Urban,'Westdale Middle',3,2,1,4,Grades
girl,6,11,White,Urban,'Westdale Middle',2,3,1,4,Grades
girl,6,11,White,Urban,'Westdale Middle',4,3,1,2,Grades
girl,6,11,White,Urban,'Westdale Middle',3,2,1,4,Grades
girl,6,11,White,Urban,'Westdale Middle',3,2,1,4,Popular
girl,6,11,White,Urban,'Westdale Middle',4,2,1,3,Grades
girl,6,11,White,Urban,'Westdale Middle',3,1,2,4,Popular
girl,6,12,Other,Urban,'Westdale Middle',2,4,3,1,Popular
girl,6,11,White,Urban,'Westdale Middle',4,3,1,2,Grades
girl,6,11,White,Urban,'Westdale Middle',2,3,1,4,Grades
girl,6,11,White,Urban,'Westdale Middle',3,2,1,4,Popular
girl,6,11,Other,Urban,'Westdale Middle',2,3,4,1,Popular
girl,6,12,White,Urban,'Westdale Middle',2,1,3,4,Grades
girl,6,11,White,Urban,'Westdale Middle',4,2,1,3,Grades
girl,5,11,White,Urban,'Westdale Middle',3,2,1,4,Grades
girl,6,11,White,Urban,'Westdale Middle',2,3,1,4,Grades
girl,6,11,Other,Urban,'Westdale Middle',4,1,2,3,Sports
girl,6,11,White,Urban,'Westdale Middle',4,3,1,2,Grades
girl,6,11,White,Urban,'Westdale Middle',3,4,1,2,Grades
girl,6,11,White,Urban,'Westdale Middle',4,2,1,3,Popular
girl,6,11,White,Urban,'Westdale Middle',3,4,1,2,Popular
girl,6,11,White,Urban,'Westdale Middle',3,4,1,2,Grades
girl,6,11,White,Urban,'Westdale Middle',3,2,1,4,Grades
girl,6,11,Other,Urban,'Westdale Middle',3,2,1,4,Grades
girl,6,11,White,Urban,'Westdale Middle',4,3,1,2,Popular
girl,6,11,White,Urban,'Westdale Middle',3,2,1,4,Sports
girl,6,11,White,Urban,'Westdale Middle',4,2,1,3,Grades
boy,6,12,White,Urban,'Westdale Middle',3,1,2,4,Grades
boy,6,11,Other,Urban,'Westdale Middle',3,2,1,4,Sports
boy,6,11,White,Urban,'Westdale Middle',3,1,2,4,Grades
boy,6,11,White,Urban,'Westdale Middle',1,2,3,4,Grades
boy,6,12,White,Urban,'Westdale Middle',3,1,2,4,Grades
boy,6,11,White,Urban,'Westdale Middle',2,1,3,4,Grades
boy,6,11,White,Urban,'Westdale Middle',3,1,2,4,Popular
boy,6,12,White,Urban,'Westdale Middle',3,1,2,4,Grades
boy,6,11,White,Urban,'Westdale Middle',4,2,1,3,Grades
boy,6,11,White,Urban,'Westdale Middle',3,2,1,4,Grades
boy,6,11,White,Urban,'Westdale Middle',4,1,2,3,Grades
boy,6,11,White,Urban,'Westdale Middle',4,1,2,3,Sports
boy,6,11,White,Urban,'Westdale Middle',4,2,1,3,Grades
boy,6,11,White,Urban,'Westdale Middle',4,1,3,2,Popular
boy,6,11,White,Urban,'Westdale Middle',4,1,2,3,Popular
